,lst
2519,19496
2520,9374
2521,2126
2522,13597
2523,14250
2524,8967
2525,2607
2526,6018
2527,4145
2528,14860
2529,4187
2530,14489
2531,961
2532,3900
2533,19049
2534,3491
2535,9190
2536,9391
2537,17750
2538,1815
2539,15908
2540,19855
2541,10800
2542,16394
2543,11596
2544,4519
2545,17788
2546,10442
2547,4370
2548,11624
2549,9751
2550,4923
2551,12817
2552,7920
2553,7472
2554,9707
2555,9337
2556,9598
2557,11057
2558,9734
2559,3594
2560,6943
2561,16588
2562,3098
2563,11064
2564,3433
2565,4344
2566,6533
2567,16427
2568,13450
2569,7239
2570,9843
2571,13711
2572,5234
2573,5034
2574,19470
2575,17455
2576,15964
2577,893
2578,6080
2579,5654
2580,17820
2581,18761
2582,4298
2583,8759
2584,701
2585,3978
2586,19851
2587,12672
2588,3342
2589,19408
2590,7502
2591,18355
2592,15867
2593,13504
2594,14902
2595,9078
2596,16454
2597,7539
2598,7046
2599,14458
2600,6004
2601,13149
2602,8682
2603,11630
2604,7190
2605,18730
2606,15179
2607,8167
2608,9065
2609,7469
2610,1195
2611,10703
2612,10006
2613,7497
2614,7552
2615,13413
2616,11526
2617,8936
2618,6247
2619,13803
2620,11378
2621,17576
2622,309
2623,5737
2624,9028
2625,8957
2626,12979
2627,17368
2628,11942
2629,9047
2630,17826
2631,9067
2632,10595
2633,7863
2634,19775
2635,13879
2636,684
2637,15825
2638,4472
2639,12731
2640,15477
2641,5016
2642,16033
2643,2357
2644,13320
2645,18755
2646,13814
2647,8804
2648,839
2649,1610
2650,6116
2651,18698
2652,8237
2653,15939
2654,7366
2655,15450
2656,7793
2657,13279
2658,7753
2659,5831
2660,4990
2661,19661
2662,7491
2663,7189
2664,7204
2665,15581
2666,4243
2667,2908
2668,16029
2669,7538
2670,11899
2671,3380
2672,2292
2673,8099
2674,10849
2675,8107
2676,17719
2677,2418
2678,15653
2679,9032
2680,3515
2681,2710
2682,17348
2683,13978
2684,10252
2685,4549
2686,11562
2687,79
2688,15885
2689,13487
2690,14442
2691,7952
2692,13919
2693,10718
2694,1069
2695,13008
2696,5056
2697,15268
2698,2516
2699,4085
2700,11881
2701,11556
2702,17383
2703,18268
2704,8823
2705,1270
2706,12373
2707,9792
2708,15574
2709,10647
2710,4350
2711,9253
2712,13023
2713,2891
2714,1300
2715,5859
2716,9530
2717,1251
2718,10840
2719,19117
2720,8791
2721,6626
2722,7486
2723,5728
2724,17388
2725,25
2726,2894
2727,61
2728,18023
2729,17490
2730,7037
2731,17369
2732,1923
2733,17014
2734,12152
2735,11946
2736,9938
2737,54
2738,7024
2739,19612
2740,18141
2741,5156
2742,8193
2743,17551
2744,6594
2745,19342
2746,13015
2747,3179
2748,15460
2749,3345
2750,169
2751,6403
2752,14878
2753,7287
2754,6893
2755,19305
2756,1735
2757,19724
2758,828
2759,87
2760,4939
2761,2379
2762,14608
2763,11343
2764,15095
2765,11583
2766,264
2767,9984
2768,9885
2769,11073
2770,3775
2771,16863
2772,17910
2773,5262
2774,7936
2775,5389
2776,19429
2777,2819
2778,19125
2779,11729
2780,13576
2781,8241
2782,15136
2783,19850
2784,10797
2785,15843
2786,15696
2787,1568
2788,15600
2789,9892
2790,19229
2791,14599
2792,311
2793,1883
2794,15982
2795,10449
2796,19324
2797,7504
2798,18277
2799,19020
2800,12456
2801,12483
2802,14571
2803,14065
2804,8182
2805,6280
2806,9576
2807,3356
2808,17518
2809,17977
2810,5981
2811,14117
2812,6956
2813,2818
2814,17596
2815,19
2816,989
2817,16263
2818,17012
2819,9349
2820,16272
2821,1349
2822,16526
2823,10542
2824,12682
2825,17626
2826,16797
2827,13082
2828,11640
2829,5887
2830,17134
2831,698
2832,15656
2833,10433
2834,17223
2835,7008
2836,19227
2837,3708
2838,9708
2839,10618
2840,15335
2841,7605
2842,18462
2843,7719
2844,1958
2845,19928
2846,13779
2847,9578
2848,1456
2849,12094
2850,315
2851,8148
2852,6557
2853,9042
2854,13104
2855,3758
2856,8214
2857,15524
2858,19220
2859,7048
2860,2457
2861,10074
2862,1494
2863,19652
2864,15618
2865,17005
2866,3507
2867,3447
2868,5677
2869,17039
2870,10167
2871,13056
2872,10361
2873,16531
2874,10994
2875,7018
2876,12604
2877,4267
2878,19433
2879,19985
2880,4113
2881,1825
2882,14105
2883,5276
2884,13989
2885,12948
2886,10226
2887,14072
2888,7511
2889,16544
2890,2811
2891,8068
2892,8953
2893,4658
2894,12687
2895,3938
2896,10611
2897,9665
2898,2170
2899,3838
2900,2017
2901,977
2902,9525
2903,12309
2904,10014
2905,4283
2906,12073
2907,17259
2908,1191
2909,2813
2910,8124
2911,6524
2912,11243
2913,10380
2914,3269
2915,10341
2916,7873
2917,9161
2918,15193
2919,4855
2920,13438
2921,17795
2922,18732
2923,5500
2924,19638
2925,14745
2926,246
2927,9269
2928,7731
2929,13756
2930,4430
2931,2380
2932,16756
2933,12921
2934,4276
2935,904
2936,14491
2937,11928
2938,12880
2939,8925
2940,3096
2941,6859
2942,18647
2943,17983
2944,9251
2945,18117
2946,7488
2947,11062
2948,19218
2949,3009
2950,11187
2951,13339
2952,1226
2953,13518
2954,18411
2955,16139
2956,6349
2957,4902
2958,2801
2959,293
2960,18425
2961,18349
2962,1945
2963,16261
2964,2747
2965,19691
2966,11190
2967,6703
2968,19678
2969,10315
2970,3263
2971,14925
2972,14257
2973,15253
2974,14465
2975,16512
2976,9280
2977,14467
2978,8652
2979,11204
2980,19809
2981,10079
2982,2898
2983,1786
2984,12849
2985,14973
2986,9296
2987,499
2988,8546
2989,8703
2990,17699
2991,3878
2992,2626
2993,15923
2994,5175
2995,5503
2996,8467
2997,5471
2998,11089
2999,2368
3000,14578
3001,7135
3002,11667
3003,16769
3004,10816
3005,15668
3006,9192
3007,16983
3008,18930
3009,262
3010,769
3011,14413
3012,3160
3013,10240
3014,11395
3015,19699
3016,14660
3017,10536
3018,16558
3019,12728
3020,19863
3021,7374
3022,12571
3023,8924
3024,39
3025,1080
3026,3067
3027,6411
3028,12295
3029,8519
3030,10913
3031,14669
3032,16
3033,11831
3034,14203
3035,2489
3036,4409
3037,12982
3038,2477
3039,4514
3040,6980
3041,8940
3042,4222
3043,17628
3044,19135
3045,17153
3046,16295
3047,13280
3048,16334
3049,18209
3050,9358
3051,3647
3052,11350
3053,7979
3054,19069
3055,5936
3056,15505
3057,12882
3058,12198
3059,2612
3060,1201
3061,7442
3062,5506
3063,6538
3064,4860
3065,11436
3066,1033
3067,7328
3068,17227
3069,19128
3070,2677
3071,930
3072,6220
3073,2018
3074,971
3075,7611
3076,4001
3077,18415
3078,12547
3079,1360
3080,12858
3081,4406
3082,13835
3083,19694
3084,2927
3085,9686
3086,5306
3087,19747
3088,19191
3089,6002
3090,3217
3091,14753
3092,14133
3093,9010
3094,2566
3095,5624
3096,13956
3097,3688
3098,17872
3099,10956
3100,1323
3101,13729
3102,15717
3103,888
3104,3518
3105,9157
3106,13376
3107,19921
3108,5578
3109,8533
3110,9246
3111,12810
3112,10387
3113,7220
3114,2162
3115,9605
3116,5296
3117,11411
3118,12070
3119,1605
3120,18831
3121,59
3122,6245
3123,18588
3124,14276
3125,10682
3126,10827
3127,11568
3128,19507
3129,10264
3130,4242
3131,9415
3132,2776
3133,13200
3134,10981
3135,1863
3136,4157
3137,5557
3138,676
3139,12891
3140,5265
3141,291
3142,11617
3143,14516
3144,5772
3145,6264
3146,172
3147,1565
3148,19118
3149,18658
3150,6701
3151,18242
3152,12958
3153,16052
3154,19223
3155,11150
3156,17613
3157,17882
3158,5377
3159,8542
3160,15637
3161,14349
3162,18770
3163,16901
3164,10751
3165,4199
3166,7084
3167,17811
3168,4727
3169,976
3170,1854
3171,19173
3172,586
3173,18320
3174,9777
3175,13990
3176,8798
3177,8332
3178,2731
3179,6111
3180,6813
3181,2567
3182,1535
3183,7560
3184,10224
3185,8320
3186,15192
3187,5791
3188,7090
3189,4211
3190,2884
3191,9023
3192,14330
3193,6355
3194,19214
3195,9922
3196,18336
3197,18981
3198,6087
3199,5319
3200,15033
3201,3325
3202,18395
3203,4645
3204,13599
3205,9774
3206,198
3207,7460
3208,1218
3209,5613
3210,19996
3211,19886
3212,12609
3213,2761
3214,3730
3215,3019
3216,6015
3217,17792
3218,7017
3219,3271
3220,567
3221,12240
3222,9626
3223,17159
3224,11432
3225,10203
3226,4926
3227,12034
3228,551
3229,2997
3230,247
3231,16377
3232,11580
3233,8520
3234,2364
3235,9475
3236,12526
3237,14766
3238,18203
3239,18634
3240,14145
3241,942
3242,12857
3243,13546
3244,10858
3245,22
3246,16318
3247,7960
3248,11551
3249,3612
3250,13209
3251,7906
3252,17575
3253,3407
3254,18294
3255,19978
3256,1539
3257,6912
3258,16793
3259,3425
3260,3573
3261,5742
3262,11514
3263,14733
3264,3889
3265,2935
3266,6420
3267,15905
3268,3736
3269,18603
3270,17534
3271,8100
3272,15787
3273,8015
3274,8773
3275,15075
3276,6398
3277,9186
3278,19623
3279,14846
3280,19940
3281,17513
3282,17580
3283,17358
3284,4542
3285,14492
3286,10460
3287,4681
3288,13115
3289,10615
3290,9825
3291,11665
3292,13605
3293,1933
3294,3416
3295,16177
3296,12371
3297,5082
3298,1527
3299,7211
3300,4859
3301,2194
3302,7235
3303,13590
3304,13024
3305,5343
3306,8370
3307,13864
3308,1975
3309,16433
3310,11271
3311,6187
3312,12346
3313,13578
3314,8048
3315,12556
3316,8037
3317,11384
3318,2549
3319,4305
3320,9147
3321,15102
3322,7160
3323,9873
3324,56
3325,1663
3326,16573
3327,12422
3328,3273
3329,12807
3330,254
3331,12763
3332,16330
3333,3247
3334,12020
3335,17312
3336,10752
3337,9655
3338,5173
3339,4673
3340,19462
3341,15979
3342,19818
3343,14249
3344,19510
3345,4985
3346,18857
3347,19209
3348,11208
3349,19839
3350,15094
3351,266
3352,6578
3353,17945
3354,13831
3355,19876
3356,13701
3357,6808
3358,10548
3359,4280
3360,7701
3361,15957
3362,5445
3363,14853
3364,14196
3365,7410
3366,4299
3367,5655
3368,19152
3369,6261
3370,15922
3371,251
3372,8076
3373,2770
3374,6894
3375,3200
3376,57
3377,13724
3378,9206
3379,10304
3380,14918
3381,16266
3382,12714
3383,5821
3384,14820
3385,548
3386,8795
3387,9394
3388,3318
3389,11774
3390,15225
3391,2853
3392,15893
3393,9978
3394,15751
3395,13719
3396,10404
3397,13760
3398,7581
3399,10272
3400,10131
3401,3619
3402,3833
3403,1029
3404,3109
3405,174
3406,13318
3407,222
3408,10562
3409,13514
3410,4639
3411,5030
3412,97
3413,16745
3414,17112
3415,18316
3416,3942
3417,5514
3418,15638
3419,11705
3420,4429
3421,4330
3422,14684
3423,9729
3424,5534
3425,7962
3426,16121
3427,3464
3428,6043
3429,12699
3430,13754
3431,19120
3432,13764
3433,16832
3434,3607
3435,15204
3436,18228
3437,8668
3438,1473
3439,1788
3440,19132
3441,17593
3442,1857
3443,7303
3444,6927
3445,15681
3446,10537
3447,3560
3448,9472
3449,17476
3450,10243
3451,2245
3452,5291
3453,18806
3454,3522
3455,14505
3456,3207
3457,19606
3458,10989
3459,19253
3460,16852
3461,11095
3462,17889
3463,5494
3464,5152
3465,10491
3466,113
3467,17892
3468,155
3469,18876
3470,6083
3471,15048
3472,1856
3473,11480
3474,18669
3475,6621
3476,19370
3477,14950
3478,9116
3479,13559
3480,3268
3481,2391
3482,14709
3483,7967
3484,12702
3485,9561
3486,6643
3487,12519
3488,868
3489,3643
3490,10331
3491,13957
3492,16402
3493,11882
3494,5916
3495,434
3496,13988
3497,6176
3498,16212
3499,15607
3500,16176
3501,16145
3502,12042
3503,1030
3504,15723
3505,14402
3506,9634
3507,9298
3508,2598
3509,1199
3510,17760
3511,1559
3512,13350
3513,3987
3514,16556
3515,8977
3516,12723
3517,14844
3518,18444
3519,905
3520,7262
3521,1592
3522,13391
3523,13921
3524,1589
3525,14697
3526,8514
3527,1037
3528,18431
3529,6430
3530,8131
3531,7531
3532,3502
3533,6582
3534,12962
3535,14002
3536,14162
3537,975
3538,8782
3539,19856
3540,15782
3541,15308
3542,15171
3543,16404
3544,7213
3545,16102
3546,12597
3547,14880
3548,8045
3549,5633
3550,15121
3551,8594
3552,8186
3553,6610
3554,14601
3555,12803
3556,16092
3557,14647
3558,3941
3559,3693
3560,9227
3561,5052
3562,15207
3563,3452
3564,1060
3565,11644
3566,8282
3567,8565
3568,11663
3569,14917
3570,17759
3571,6486
3572,14579
3573,19590
3574,7356
3575,8432
3576,2470
3577,3454
3578,11703
3579,1573
3580,12130
3581,8557
3582,13002
3583,4144
3584,3265
3585,16771
3586,1745
3587,1942
3588,5122
3589,18550
3590,9905
3591,16986
3592,11195
3593,13744
3594,3462
3595,7480
3596,2604
3597,15690
3598,16616
3599,2548
3600,17668
3601,2207
3602,19378
3603,10471
3604,16746
3605,12423
3606,3953
3607,1518
3608,17525
3609,10527
3610,19434
3611,3437
3612,17986
3613,4069
3614,3989
3615,6535
3616,12733
3617,1981
3618,2667
3619,19813
3620,13107
3621,15770
3622,11828
3623,3285
3624,18491
3625,5480
3626,4781
3627,19561
3628,15577
3629,2176
3630,10335
3631,16721
3632,27
3633,2941
3634,7214
3635,11293
3636,2213
3637,3610
3638,19028
3639,1064
3640,14088
3641,17119
3642,7465
3643,11473
3644,17803
3645,6102
3646,8810
3647,19418
3648,5181
3649,18636
3650,9647
3651,5687
3652,15291
3653,6395
3654,14187
3655,9162
3656,19900
3657,13505
3658,7987
3659,18226
3660,7500
3661,17844
3662,1051
3663,15201
3664,12670
3665,1172
3666,12455
3667,12441
3668,6634
3669,17412
3670,11677
3671,6329
3672,4948
3673,6142
3674,1117
3675,5700
3676,13198
3677,7378
3678,2940
3679,9806
3680,2721
3681,10673
3682,13481
3683,11869
3684,13975
3685,14548
3686,711
3687,11481
3688,18841
3689,16859
3690,19422
3691,12507
3692,8038
3693,4018
3694,13030
3695,19842
3696,10391
3697,11938
3698,8200
3699,10036
3700,13224
3701,9105
3702,12023
3703,1514
3704,10529
3705,2720
3706,11198
3707,18254
3708,14573
3709,3010
3710,3151
3711,16376
3712,19674
3713,1701
3714,13202
3715,6214
3716,20
3717,13321
3718,12584
3719,3719
3720,12156
3721,18827
3722,18538
3723,13335
3724,10535
3725,821
3726,5521
3727,6595
3728,11966
3729,5686
3730,18097
3731,8227
3732,11118
3733,5132
3734,9951
3735,17133
3736,14301
3737,11610
3738,16815
3739,3882
3740,13312
3741,13909
3742,11720
3743,1237
3744,12115
3745,6536
3746,17645
3747,13717
3748,19765
3749,12470
3750,16347
3751,6667
3752,15626
3753,954
3754,3281
3755,5242
3756,557
3757,13502
3758,13210
3759,4210
3760,872
3761,19556
3762,5123
3763,18063
3764,5990
3765,7696
3766,13211
3767,4039
3768,5984
3769,19266
3770,112
3771,4544
3772,4274
3773,17885
3774,9557
3775,4297
3776,15689
3777,5803
3778,5721
3779,19860
3780,11011
3781,6354
3782,10870
3783,385
3784,13172
3785,13288
3786,12141
3787,4601
3788,10001
3789,9697
3790,11780
3791,6978
3792,6413
3793,13309
3794,4751
3795,17735
3796,6291
3797,16530
3798,6029
3799,7394
3800,9565
3801,2630
3802,14427
3803,1779
3804,8466
3805,5976
3806,12286
3807,12587
3808,15154
3809,15858
3810,850
3811,18127
3812,10184
3813,3493
3814,14139
3815,13004
3816,18927
3817,5549
3818,2251
3819,15457
3820,16866
3821,11981
3822,465
3823,6728
3824,16892
3825,7277
3826,6359
3827,986
3828,14977
3829,11923
3830,2588
3831,13821
3832,19769
3833,909
3834,482
3835,3346
3836,17998
3837,862
3838,5641
3839,13499
3840,10993
3841,13300
3842,14118
3843,4745
3844,15212
3845,9406
3846,10338
3847,2315
3848,5018
3849,11366
3850,8269
3851,12200
3852,6891
3853,13158
3854,11587
3855,10342
3856,17171
3857,15200
3858,4584
3859,2871
3860,14461
3861,11992
3862,14094
3863,6498
3864,6024
3865,1065
3866,1689
3867,17434
3868,19160
3869,17632
3870,9073
3871,17997
3872,17798
3873,19211
3874,14333
3875,15467
3876,5674
3877,5845
3878,16557
3879,16996
3880,5615
3881,9902
3882,10067
3883,18826
3884,1204
3885,7505
3886,13792
3887,10
3888,2535
3889,3442
3890,15712
3891,10572
3892,16373
3893,4060
3894,14232
3895,3950
3896,6230
3897,9070
3898,13716
3899,19033
3900,14762
3901,866
3902,17512
3903,18168
3904,2540
3905,5001
3906,15127
3907,2533
3908,2026
3909,8663
3910,14940
3911,5841
3912,3863
3913,518
3914,9479
3915,19624
3916,3008
3917,14345
3918,9219
3919,13220
3920,849
3921,4154
3922,9638
3923,4797
3924,14908
3925,13463
3926,7992
3927,14480
3928,7247
3929,8195
3930,9100
3931,9466
3932,14290
3933,18099
3934,16737
3935,2354
3936,16348
3937,13466
3938,14178
3939,6764
3940,9941
3941,15009
3942,1395
3943,17478
3944,10210
3945,8900
3946,6290
3947,16411
3948,18471
3949,14882
3950,14740
3951,134
3952,16770
3953,272
3954,5393
3955,19884
3956,11638
3957,18357
3958,3771
3959,17262
3960,7322
3961,2931
3962,24
3963,17957
3964,9450
3965,2048
3966,15190
3967,15688
3968,8337
3969,7415
3970,16754
3971,8201
3972,10218
3973,11322
3974,8653
3975,336
3976,15368
3977,16850
3978,20000
3979,10515
3980,15061
3981,12629
3982,2948
3983,16458
3984,5799
3985,13085
3986,9861
3987,13979
3988,2325
3989,5073
3990,17778
3991,6821
3992,3060
3993,8137
3994,5914
3995,13093
3996,12939
3997,5282
3998,1736
3999,2317
4000,12060
4001,488
4002,1278
4003,11039
4004,19748
4005,8329
4006,17073
4007,2175
4008,13513
4009,16609
4010,12408
4011,16618
4012,18905
4013,6072
4014,884
4015,5595
4016,1506
4017,13199
4018,199
4019,15446
4020,13409
4021,9451
4022,18253
4023,4921
4024,3103
4025,13900
4026,15069
4027,14933
4028,14308
4029,7981
4030,1525
4031,13768
4032,8388
4033,17168
4034,16284
4035,9400
4036,13954
4037,1860
4038,17978
4039,14414
4040,10763
4041,17094
4042,16100
4043,9039
4044,13183
4045,10017
4046,13319
4047,9118
4048,12893
4049,9628
4050,6680
4051,2234
4052,1319
4053,16898
4054,3613
4055,12993
4056,10977
4057,17970
4058,12184
4059,3353
4060,13530
4061,12578
4062,15841
4063,19348
4064,11597
4065,4853
4066,15216
4067,13626
4068,5269
4069,8390
4070,18708
4071,8966
4072,15054
4073,15404
4074,6576
4075,9460
4076,8470
4077,4416
4078,9660
4079,14284
4080,4016
4081,16710
4082,4747
4083,1678
4084,11732
4085,1907
4086,2011
4087,17176
4088,18593
4089,6677
4090,1061
4091,6826
4092,3795
4093,10274
4094,13077
4095,11202
4096,7637
4097,17623
4098,7384
4099,13059
4100,2821
4101,1136
4102,5795
4103,19802
4104,13535
4105,4783
4106,178
4107,6773
4108,18233
4109,12268
4110,14343
4111,14871
4112,16171
4113,14071
4114,12118
4115,527
4116,18898
4117,11209
4118,15276
4119,4672
4120,5759
4121,16902
4122,12386
4123,15766
4124,17571
4125,8574
4126,797
4127,9550
4128,18065
4129,11730
4130,4982
4131,16434
4132,7075
4133,10853
4134,14420
4135,15960
4136,18159
4137,6805
4138,3721
4139,2322
4140,283
4141,11244
4142,15621
4143,669
4144,18307
4145,19151
4146,17940
4147,15145
4148,16233
4149,6511
4150,11253
4151,972
4152,16507
4153,998
4154,3264
4155,9008
4156,6190
4157,5145
4158,3585
4159,1833
4160,17664
4161,7947
4162,9863
4163,7876
4164,9153
4165,4555
4166,5985
4167,1550
4168,9668
4169,677
4170,18195
4171,14305
4172,17883
4173,10534
4174,14521
4175,19563
4176,4435
4177,4532
4178,12565
4179,1709
4180,18489
4181,13448
4182,12204
4183,18562
4184,19566
4185,5443
4186,15966
4187,3757
4188,140
4189,1723
4190,4667
4191,13151
4192,16949
4193,1754
4194,10762
4195,10098
4196,245
4197,14424
4198,15242
4199,12348
4200,2190
4201,8875
4202,2527
4203,17585
4204,7683
4205,12701
4206,12203
4207,10798
4208,16978
4209,9057
4210,8585
4211,16603
4212,16889
4213,5533
4214,6655
4215,15662
4216,10328
4217,14496
4218,19927
4219,162
4220,5217
4221,2708
4222,5504
4223,1484
4224,18703
4225,3528
4226,8473
4227,5331
4228,11302
4229,15293
4230,16783
4231,15017
4232,5826
4233,18043
4234,9158
4235,18859
4236,10712
4237,2336
4238,447
4239,3362
4240,10445
4241,12362
4242,3026
4243,757
4244,52
4245,1212
4246,4955
4247,355
4248,12400
4249,1591
4250,17714
4251,10783
4252,6259
4253,14215
4254,5968
4255,16480
4256,8825
4257,17941
4258,1115
4259,15222
4260,14497
4261,11500
4262,16861
4263,18343
4264,19037
4265,5147
4266,2243
4267,2955
4268,4742
4269,15742
4270,8330
4271,10882
4272,4447
4273,19329
4274,9045
4275,7482
4276,12630
4277,12888
4278,2045
4279,2657
4280,18691
4281,18187
4282,2386
4283,14541
4284,1498
4285,15393
4286,16440
4287,7959
4288,2757
4289,8188
4290,14426
4291,16345
4292,12442
4293,18932
4294,17942
4295,18601
4296,12244
4297,7964
4298,19831
4299,13451
4300,3627
4301,17862
4302,5522
4303,9923
4304,6137
4305,8042
4306,1705
4307,19419
4308,16553
4309,11495
4310,7765
4311,10702
4312,19619
4313,19598
4314,10821
4315,9797
4316,11684
4317,2865
4318,11025
4319,8918
4320,4536
4321,17448
4322,10106
4323,2238
4324,3434
4325,16304
4326,2226
4327,16063
4328,16979
4329,14435
4330,1839
4331,9425
4332,4083
4333,9377
4334,16415
4335,16166
4336,15833
4337,19783
4338,10887
4339,3743
4340,17327
4341,16707
4342,2644
4343,13242
4344,11184
4345,16838
4346,3486
4347,9823
4348,16529
4349,12374
4350,14390
4351,15244
4352,6331
4353,5689
4354,5279
4355,2211
4356,19446
4357,19182
4358,7914
4359,4832
4360,5866
4361,17581
4362,18326
4363,11820
4364,6791
4365,8986
4366,8581
4367,3497
4368,11903
4369,9511
4370,3784
4371,2449
4372,4411
4373,3508
4374,14038
4375,19382
4376,13292
4377,4987
4378,18177
4379,13130
4380,9610
4381,7305
4382,18062
4383,18854
4384,3891
4385,9973
4386,11641
4387,19616
4388,15921
4389,738
4390,12123
4391,7484
4392,2658
4393,6157
4394,5762
4395,3699
4396,2759
4397,9317
4398,1590
4399,17549
4400,11506
4401,8119
4402,12398
4403,19083
4404,19235
4405,6389
4406,1557
4407,18866
4408,2524
4409,294
4410,7740
4411,7700
4412,12311
4413,4033
4414,17233
